anime_id,average_rating,total_ratings,average_rating_1,Name,synopsis,Episodes,Members,Premiered,Favorites,Duration
8577,5.9941433287189865,9391,6.802159712038395,Aki-Sora  Yume no Naka,sequel to Aki-Sora under a new name.,2,63912,Unknown,131,25 min. per ep.
8630,6.782545242265032,27408,7.40854346159051,Hidan no Aria,"In response to the worsening crime rate, Japan creates Tokyo Butei High, an elite academy where ""Butei"" or armed detectives hone their deadly skills in hopes of becoming mercenary-like agents of justice. One particular Butei is Kinji Tooyama, an anti-social and curt sophomore dropout who was once a student of the combat-centric Assault Division. Kinji now lives a life of leisure studying logistics in order to cover up his powerful but embarrassing special ability. However, his peaceful days soon come to an end when he becomes the target of the infamous ""Butei Killer,"" and runs into an emotional hurricane and outspoken prodigy of the highest rank, Aria Holmes Kanzaki, who saves Kinji's life and demands that he become her partner after seeing what he is truly capable of.",12,311122,Spring 2011,947,24 min. per ep.
8675,7.523878787878788,33000,8.045196060211856,Seitokai Yakuindomo,"On his first day of high school at the formerly all-girl's Ousai Private Academy, Takatoshi Tsuda is called out for his untidy uniform by the student council president Shino Amakusa. In apology for delaying Takatoshi for his first class—and stating that the group needs a male point of view to accommodate the arrival of boys at the school—Shino offers him the position of vice president of the student council. Though unwilling, Takatoshi finds himself appointed as the newest member of the student council having yet to even step foot inside the school building. Takatoshi soon realizes that the other student council members who are more than a little strange: President Shino, who is studious and serious in appearance, but actually a huge pervert, fascinated with the erotic and constantly making lewd jokes; the secretary Aria Shichijou, who may seem like a typical sheltered rich girl, but is just as risque as the president, if not more so; and finally, the treasurer Suzu Hagimura, who may act fairly normal, but has the body of an elementary school student and is extremely self-conscious of it. Surrounded by these colorful characters, the new vice president must now work through a nonstop assault of sexual humor and insanity.",13,394763,Summer 2010,3096,24 min. per ep.
8676,7.35856928747924,24687,8.029944880220478,Amagami SS,"Two years ago, Junichi Tachibana had a date on Christmas Eve but was stood up instead. Since then, he has had a hard time showing others his true feelings in fear of being rejected again. However, as luck would have it, Junichi may have a second chance at love when he meets several girls whom he becomes romantically interested in: Haruka Morishima, the energetic and popular upperclassman with a love for cute things; Kaoru Tanamachi, his childhood friend who harbors secret feelings for him; Sae Nakata, the timid transfer student who is shy around men; Ai Nanasaki, a girl on the swim team who has a bad first impression of Junichi; Rihoko Sakurai, a childhood friend with a love for sweets; and Tsukasa Ayatsuji, a seemingly perfect class representative who has a hidden dark side. As Christmas Eve approaches, Junichi can only hope that this will be the year he will finally spend the holidays with the one he truly loves.",25,289597,Summer 2010,2020,24 min. per ep.
8740,7.873135296406797,7709,8.220157573955701,One Piece Film  Strong World Episode 0,"Set over 20 years prior to the main One Piece story, this limited release OVA chronicles the confrontation between Gold Lion Shiki and Gold Roger as well as other events around the world around the time of the Pirate King's execution.",1,64022,Unknown,71,18 min.
8768,7.282381094825007,10029,7.960683990844217,Hiyokoi,"Hiyori, a small and timid girl, goes to school for the first time in a year since an accident left her hospitalized. Follow her as she struggles with her social skills, tries to make friends and maybe even a little bit more...? (Source: One Manga)",1,81634,Unknown,177,22 min.
8769,7.2106209868022,47811,8.000738636363636,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Kirino Kousaka embodies the ideal student with equally entrancing looks. Her grades are near perfect, and to cover her personal expenses, she works as a professional model alongside her best friend Ayase Aragaki, who abhors liars and all things otaku. But what Ayase doesn't know is that Kirino harbors a deep, entrenched secret that will soon be brought to light. At home one day, Kyousuke, Kirino's perfectly average brother, stumbles upon an erotic game that belongs to none other than his seemingly flawless little sister. With her reputation at stake, Kirino places a gag order on her sibling while simultaneously introducing him to the world of eroge and anime. Through Kirino, Kyousuke encounters the gothic lolita Ruri Gokou and the bespectacled otaku Saori Makishima, thus jump-starting an entirely new lifestyle. But as he becomes more and more involved in his little sister's secret life, it becomes that much harder to keep under wraps.",12,565710,Fall 2010,4554,24 min. per ep.
8795,7.4347055547116305,19749,8.109650818193531,Panty & Stocking with Garterbelt,"The ""Anarchy Sisters,"" Panty and Stocking, have been kicked out of Heaven for, to put it mildly, misbehaving. Led by a priest named Garterbelt, these angels must buy their way back by exterminating ghosts in Daten City. But this task requires unconventional weapons for these unorthodox angels—they transform their lingerie into weapons to dispatch the spirits. Unfortunately, neither of them take their duties seriously, as they rather spend their time in pursuit of other ""hobbies"": Panty prefers to sleep with anything that walks, and Stocking favors stuffing her face with sweets than hunting ghosts. Follow these two unruly angels as they battle ghosts, an overflow of bodily fluids, and their own tendency to get side-tracked in Panty & Stocking with Garterbelt .",13,295370,Fall 2010,4565,23 min. per ep.
8841,7.373527045572855,42262,8.00816913474483,Kore wa Zombie Desu ka ,"umu Aikawa is a 16-year-old high school student who is tragically murdered while investigating a suspicious house. However, he soon awakens next to a strange armored girl called Eucliwood Hellscythe. She reveals herself to be a necromancer who has revived Ayumu, consequently turning him into a zombie! Now immortal, Ayumu sets out to hunt down his killer. One day, while searching in a cemetery, he encounters a boisterous young girl named Haruna, who is fighting a bear with a chainsaw while dressed as a magical girl. After she kills the beast, Haruna attempts to erase Ayumu's memories of her, but he instead absorbs her magic for himself. Stripped of her powers, Haruna now orders Ayumu to take up her role of hunting strange creatures known as ""Megalo,"" monsters that roam the human world and terrorize the population. Kore wa Zombie Desu ka? follows the daily antics of the human-turned-zombie Ayumu as he begins his new, ludicrous life where the supernatural becomes the norm.",12,526740,Winter 2011,3272,24 min. per ep.
8857,7.1378378378378375,10360,7.789417708056368,Nichijou  Nichijou no 0-wa,"hile the title suggests a story of simple, everyday school life, the contents are more the opposite. The setting is a strange school where you may see the principal wrestle a deer or a robot's arm hide a rollcake. However there are still normal stories, like making a card castle or taking a test you didn't study for.",1,66939,Unknown,51,22 min.
8861,6.289413556740289,30199,7.027857518295395,"Yosuga no Sora  In Solitude, Where We Are Least Alone.","Haruka and Sora Kasugano are coming home, to a place filled with memories. Having lost their parents in a tragic car accident, the twins resolve to return to the countryside and start life anew at their grandfather's house, the haunt a constant reminder of moments from their past. Greeting them are childhood friends Nao Yorihime and Akira Amatsume, and newcomer Kazuha Migiwa. It is a warm welcome, symbolic of the days that should come. Their peace is merely ephemeral, however, as suppressed emotions, born from vows both newfound and forgotten, start exerting their influence on the twins' new lives. And deep down, a dark secret, only known to them, begins to unshackle. Based on the visual novel by Sphere, Yosuga no Sora not only explores the power of lost memories and true love when the bonds of many become intertwined, but also raises the questions of morality and social acceptance.",12,359136,Fall 2010,1887,25 min. per ep.
8876,6.93536773529916,11666,7.459586178778921,Koe de Oshigoto! The Animation,"Being asked to work as a voice actress at a game company might not be so bad, unless you are Kanna Aoyagi. On her 16th birthday, her older sister Yayoi guilts Kanna into doing voice work for her at Blue March, a game company that specializes in eroge: erotic games with lots of sexual content. Sweet and innocent, Kanna has no idea how she can possibly succeed at such an occupation when she has no sexual experience. But as she plays eroge for research, uses her vivid imagination, and receives unorthodox help from her coworkers, Kanna slowly becomes more comfortable with her new, embarrassing profession.",2,81360,Unknown,124,30 min. per ep.
8888,7.355309762008327,16093,7.924760168080552,Code Geass  Boukoku no Akito 1 - Yokuryuu wa Maiorita,"It is the year 2017, and Europe is being invaded by the forces of the Holy Britannian Empire. In an attempt to combat the opposition's overwhelming pressure and put an end to the massive casualties, the army forms a special unit called Wyvern, or W-0, composed of former Japanese citizens referred to as ""Elevens."" Recruited from ghettos, these young men and women pilot Knightmare frames—humanoid war machines—into dangerous operations where death awaits, hoping to make a name for themselves. When a European regiment attempting to recapture a crucial city is pinned down by the enemy, it's up to W-0 to bail them out. Among those selected for the rescue operation is Lieutenant Akito Hyuuga, known as ""Hannibal's Ghost"" due to his prowess on the battlefield. However, the supposed rescue mission becomes suicidal when, in an attempt to take out as many Britannians as possible, the commanding officer initiates the Knightmare's self-destruct sequence. In its aftermath, Akito finds that he is the last one standing…",1,150559,Unknown,608,51 min.
8915,7.131145106193376,13466,7.848997819088171,Dantalian no Shoka,"Six months ago, Lord Hugh Anthony Disward, also known as Huey, lost his eccentric grandfather, Sir Wesley Disward, who was a renowned collector of rare books. His grandfather's will states that, in order to inherit his manor and everything inside it, he must take guardianship over the Bibliotheca Mystica de Dantalian—an archive that contains forbidden knowledge—and also take care of a mysterious girl called Dalian. As Huey settles into the manor, an old rival of his grandfather's arranges a meeting with him. Dalian, knowing the rival to be Wesley's killer, tags along and discovers that the murderer is in possession of a Phantom Book—a cursed tome that Wesley tried to seal away. When the book puts the two in danger, Huey discovers that the Bibliotheca Mystica de Dantalian and Dalian are one and the same, and she entrusts Huey with the key to unlocking the knowledge stored within her. Together, Dalian and Huey seal the book away, and thus begins an unlikely partnership as they solve mysteries caused by other Phantom Books.",12,126249,Summer 2011,521,25 min. per ep.
8934,7.1384079698230005,10339,7.9738668844426295,Star Driver  Kagayaki no Takuto,"Deep beneath the surface of Southern Cross Isle, a mysterious organization known as the Glittering Crux Brigade frequently gathers in their underground fortress. The group is particularly interested in ""Cybodies,"" stone giants which can transform into massive fighting humanoids but only in a realm known as ""Zero Time."" By finding and shattering the seals of the island's four seal maidens, Glittering Crux hopes to break free of Zero Time and use the Cybodies anywhere they please. One night, a young man named Takuto Tsunashi washes up on the island's shore and is rescued by Sugata Shindou and his fiancée Wako Agemaki, one of the island's seal maidens. After he awakens, Takuto quickly befriends the two and proceeds to enroll at the local academy, where many of his fellow students are secretly members of Glittering Crux. However, Takuto holds a secret: when in Zero Time, he can utilize a Cybody of his own—the Tauburn. In the forthcoming battle, Takuto and the Tauburn will be the key to preventing Glittering Crux from shattering Wako's seal and realizing its nefarious ambitions.",25,98153,Fall 2010,592,25 min. per ep.
8937,7.650089688872394,32334,8.11537177823104,Toaru Majutsu no Index II,"s tensions between the world of magic and Academy City continues to rise, Touma Kamijou and his hand of negation must face off against both esper and magician in order to protect the lives of those around him. Of course, he is not alone in his fight; whether by his side or out of sight, allies and enemies both old and new will enter the fray to help him. Toaru Majutsu no Index II continues the story of action and comedy, as the scale of Touma and his allies' battle grows ever larger. A conflict is slowly brewing on the horizon, and magic and science will cross paths once again in the war to come.",24,366426,Fall 2010,4187,23 min. per ep.
9041,6.7151143043762245,38275,7.431935783468224,IS  Infinite Stratos,"xoskeleton weapon engineered by Japan, Infinite Stratos (IS) can be piloted only by women. Its power and combat prowess are so immense that an international treaty has been signed banning its use as a military asset. When it is discovered that 15-year-old Ichika Orimura is the only male capable of steering an IS, he is forcibly enrolled in the Infinite Stratos Academy: an all-female boarding school, the students of which graduate to become IS pilots. At this training school, Ichika is reunited with two of his childhood friends, Houki Shinonono and Lingyin Huang, and befriends Cecilia Alcott, an IS representative from the United Kingdom. Guided by the legendary pilot Chifuyu Orimura—their strict homeroom teacher and Ichika's older sister—Ichika and the girls will need to use everything at their disposal to defend themselves and their academy against the dangers that will arise during the course of their thrilling school life.",12,503818,Winter 2011,2372,24 min. per ep.
9047,7.452289303079416,9872,7.890500992063492,Toaru Kagaku no Railgun  Misaka-san wa Ima Chuumoku no Mato Desu kara,"Continuing after the Level Upper incident, another phenomenon torments Misaka. A phenomenon called ""Someone's Watching,"" its effect feels like the electricity in one's body flow backwards. With the help of her friends, Misaka fights against the unknown enemy.",1,57011,Unknown,29,34 min.
9062,7.434848256077307,26492,8.05415794851832,Angel Beats! Specials,"s the Shinda Sekai Sensen (SSS) continue their vindictive rebellion against God, their leader, Yuri Nakamura, comes up with an ingenious plan to escape the afterlife. Her subordinates prepare to carry out ""Operation High Tension Syndrome"" to deceive Kanade Tachibana, student council president and alleged associate of God, into thinking that they are ready to pass on. With a week's worth of food on the line and with Heaven as the ultimate prize, will the SSS members be able to fool the inscrutable Kanade?",2,228938,Unknown,359,27 min. per ep.
9065,7.3872,6875,8.102325581395348,Hakuouki Hekketsuroku,"fter the conclusion of Hakuouki , Chizuru Yukimura and the Shinsengumi are forced to flee Kyoto and set sail for Edo. In their commander Isami Kondou's absence, vice-commander Toshizou Hijikata steps in as acting commander. However, Hijikata is not only struggling with the extra leadership duties—which worries everyone around him—but also a newfound uncontrollable bloodlust. To make matters worse, the urge does not affect him alone, and it is even beginning to drive some of his subordinates mad. Finally, Kondou returns with orders from the emperor to defend the castle, and a new name for their squad: the Kouyou Chinbutai. But in war, the balance of power can shift suddenly and allegiances can waver. In Hakuouki Hekketsuroku , Chizuru follows the Shinsengumi into the heart of war and continues the search for her missing father, all while the bond between her and Hijikata grows ever stronger.",10,74619,Fall 2010,547,24 min. per ep.
9074,7.754737412019491,16623,8.106732234381493,Arakawa Under the Bridge x Bridge,"In the dry riverbed of Arakawa River, undefeated elite Ichinomiya Kou (aka Ric) met the lovely homeless girl Nino, a self-declared Venusian. Their awkward love stirs up trouble among the other strange inhabitants of the riverbed. (Source: ANN)",13,136905,Fall 2010,418,23 min. per ep.
9107,6.339117427075542,6685,7.248790746582545,Pokemon Best Wishes!,"s with both the Advanced Generation and Diamond & Pearl series before it, the Best Wishes! series begins with only Satoshi, headed off to the Isshu region, located far away from Kanto, Johto, Houen, and Sinnoh, with his Pikachu. After he meets up with the new trainer and rival Shooty and the region's Professor Araragi, he gains traveling companions in Iris, a girl from a town known for its Dragon Pokémon, and Dent, Pokémon Connoisseur and the Grass Pokémon specialist of the three Sanyou City Gym Leaders.",84,71657,Fall 2010,160,22 min. per ep.
9135,7.309986840181313,13678,7.959899749373434,Fullmetal Alchemist  The Sacred Star of Milos,"Chasing a runaway alchemist with strange powers, brothers Edward and Alphonse Elric stumble into the squalid valley of the Milos. The Milosians are an oppressed group that seek to reclaim their holy land from Creta: a militaristic country that forcefully annexed their nation. In the eye of the political storm is a girl named Julia Crichton, who emphatically wishes for the Milos to regain their strength and return to being a nation of peace. Befriending the girl, Edward and Alphonse find themselves in the midst of a rising resistance that involves the use of the very object they have been seeking all along—the Philosopher's Stone. However, their past experiences with the stone cause them reservation, and the brothers are unwilling to help. But as they discover the secrets behind Creta's intentions and questionable history, the brothers are drawn into the battle between the rebellious Milos, who desire their liberty, and the Cretan military, who seek absolute power.",1,150535,Unknown,165,1 hr. 50 min.
9136,7.172065628944047,7131,8.024419535628503,Kuroshitsuji II Specials,"ccording to the Kuroshitsuji website, there are 6 OVAs included in the DVD releases. DVD 2: Ciel in Wonderland (Part 1) This re-imagines the cast of Kuroshitsuji II as characters in Lewis Carroll's Alice in Wonderland story. DVD 3: Welcome to the Phantomhive's This is meant to be like a simulation game. Elizabeth invites a lady (perhaps the viewer) to join her at a ball held at the Phantomhive mansion. DVD 5: The Making of Kuroshitsuji II This is a Hollywood style documentary with behind the scenes interviews with Sebastian, Ciel, Claude and Alois etc. DVD 6: Ciel in Wonderland (Part 2) This re-imagines the cast of Kuroshitsuji II as characters in Lewis Carroll's Alice in Wonderland story. DVD 8: The Tale of William the Shinigami William and Grell have to train new shinigami and reminisce about when they were training partners. DVD 9: The Spider's Intention The life in Trancy household and how those work under Alois is caring for him.",6,100870,Unknown,501,25 min. per ep.
9181,7.3381480420639145,24439,8.014350736278447,Motto To LOVE-Ru,"o Yuuki never gets a break—he's always finding himself in lewd accidents with girls around him. Although his heart still yearns for Haruna, his childhood love, Rito can't help but question his feelings for Lala, the alien princess who appeared in front of him and declared she would marry him. But now, it's not just Lala he has to deal with: her younger twin sisters, Momo and Nana, have also travelled to Earth, wanting to meet their older sister’s fiancé, and just as luck would have it, they end up staying at Rito's home. Meanwhile, amidst the bustle of his new family members, Yami, the human weapon girl, begins her pursuit for Rito. It's not an easy life for Rito as he deals with uncertain love, punishment for being a pervert, and a girl dead set on murdering him.",12,259545,Fall 2010,956,24 min. per ep.
9252,7.825600325600326,9828,8.115415381099304,Break Blade 3  Kyoujin no Ato,Third Break Blade movie.,1,54508,Unknown,33,47 min.
9253,9.051687507587713,65896,9.63028917498897,Steins;Gate,"The self-proclaimed mad scientist Rintarou Okabe rents out a room in a rickety old building in Akihabara, where he indulges himself in his hobby of inventing prospective ""future gadgets"" with fellow lab members: Mayuri Shiina, his air-headed childhood friend, and Hashida Itaru, a perverted hacker nicknamed ""Daru."" The three pass the time by tinkering with their most promising contraption yet, a machine dubbed the ""Phone Microwave,"" which performs the strange function of morphing bananas into piles of green gel. Though miraculous in itself, the phenomenon doesn't provide anything concrete in Okabe's search for a scientific breakthrough; that is, until the lab members are spurred into action by a string of mysterious happenings before stumbling upon an unexpected success—the Phone Microwave can send emails to the past, altering the flow of history. Adapted from the critically acclaimed visual novel by 5pb. and Nitroplus, Steins;Gate takes Okabe through the depths of scientific theory and practicality. Forced across the diverging threads of past and present, Okabe must shoulder the burdens that come with holding the key to the realm of time.",24,1771162,Spring 2011,148452,24 min. per ep.
9260,8.316346898040653,24549,8.807714094443586,Kizumonogatari I  Tekketsu-hen,"During Koyomi Araragi's second year at Naoetsu Private High School, he has a chance encounter with Tsubasa Hanekawa, the top honor student in his class. When they strike up a conversation, Hanekawa mentions a shocking rumor: a vampire with beautiful blonde hair and freezing cold eyes has been seen lurking around town. Happy to have made a new friend, Araragi writes off the rumor and goes about the rest of his evening in a carefree manner. However, on his way home, he stumbles across splatters of blood leading down the stairs to the subway. His curiosity pushes him to investigate further, so he follows the gruesome pools into the depths of the station. When he arrives at the source of the blood, he is terrified by what he sees—the rumored blonde vampire herself, completely dismembered. After she calls for his help, Araragi must make a decision, one which carries the potential to change his life forever.",1,371083,Unknown,2513,1 hr. 4 min.
9289,7.94296358717346,22547,8.275444305381727,Hanasaku Iroha,"Ohana Matsumae is an energetic and wild teenager residing in Tokyo with her carefree single mother. Abruptly, her mother decides to run away with her new boyfriend from debt collectors, forcing the young girl to fend for herself—as per her mother's ""rely only on yourself"" philosophy—in rural Japan, where her cold grandmother runs a small inn. Driven to adapt to the tranquil lifestyle of the countryside, Ohana experiences and deals with the challenges of working as a maid, as well as meeting and making friends with enthralling people at her new school and the inn.",26,266837,Spring 2011,2387,24 min. per ep.
9314,6.878885205138832,9652,7.452032315071952,Fractale,"The story takes place on an island, where a ""Fractale System"" is beginning to collapse. One day, Clain finds an injured girl called Phryne under a cliff. She disappears leaving a pendant. Clain sets out for a journey with the girl-shaped avatar Nessa to look for Phryne and discovers the secret of the Fractale System.",11,74415,Winter 2011,204,23 min. per ep.
9330,6.636926005234357,16812,7.341545524100995,Dragon Crisis!,"ormal high school boy Kisaragi Ryuji's peaceful life is turned into an adventure by the return of his second cousin Eriko. Ryuji and Eriko seize a relic box from a black broker. In the box, they find a red dragon girl Rose. In order to protect Rose from the black organization, Ryuji decides to fight using his power as a relic handler.",12,149382,Winter 2011,320,23 min. per ep.
9331,6.897605671482076,14952,7.376123439115565,Yumekui Merry,"Yumekui Merry begins with Yumeji Fujiwara, a seemingly average high school student. But ten years ago, Yumeji gained the ability to see the dream auras of other people around him. This ability allows Yumeji to predict what type of dreams people are likely to have next. The dreams of others may not be a mystery to Yumeji, but his own dreams have recently left him puzzled. In dream after dream, Yumeji has been pursued by an army of cats lead by John Doe, who claims he needs Yumeji's body to enter the real world. These strange occurrences get stranger when Yumeji meets Nightmare Merry, a dream demon seeking to return to her own world. Using his powers, Yumeji decides to assist Merry in getting back home. But Merry's very presence in the real world means that the barrier separating dreams and reality has been broken, and not all of the dream demons intend to come to Earth peacefully...",13,123078,Winter 2011,300,24 min. per ep.
9366,7.260455932507629,11142,7.856802477960448,Kaichou wa Maid-sama!  Omake dayo!,"Extra episode included in Blu-ray and DVD volume 10, entitled ""Omake dayo (It's an extra!)"".",1,98556,Unknown,214,13 min.
9367,6.76314800116964,23939,7.455512471180046,Freezing,"Decades into the future, humanity is under siege by an alien race known as the Novas. These inhuman beings leave devastation in their wake whenever they appear, with the efforts to stave them off becoming known as Nova Clashes. Young women known as ""Pandoras"" and young men known as ""Limiters"" are implanted with stigmata to give them superhuman powers and are trained in military academies, where they must learn to work together if humanity is to have a chance of surviving. Freezing tells the story of Kazuya Aoi as he sets out for his first day at the West Genetics military academy, right when a battle royale is being undertaken by the Pandoras. It is here that he mistakes Satellizer el Bridget—a powerful Pandora known as the ""Untouchable Queen""—as his deceased sister and embraces her. Though he costs her the match, she finds that his touch doesn't drive her away and decides to take him as her Limiter. The only question is whether or not their partnership can survive the machinations of their upperclassmen and the impending battle with the Novas…",12,268974,Winter 2011,1200,24 min. per ep.
9379,7.192326876714606,24058,7.873040045121264,Denpa Onna to Seishun Otoko,"akoto Niwa meticulously tallies the amount of positive and negative youthful experiences he engages in as if to grade his own life. When his parents go overseas, he moves to a new town to live with his aunt, welcoming the change and ready for a fresh start. However, as ordinary as he had imagined his adolescence to be, he could never have taken the existence of an enigmatic long-lost cousin into account. Upon moving into his aunt's house, he discovers the cousin he never knew about: Erio Touwa. Despite being Makoto's age, she couldn't be more different: Erio chooses to wrap herself in a futon all day rather than to go to school. She even claims to be an alien, and with a speech pattern and personality to back it up, any chance of Makoto's dreamt-of normal life is instantly tossed out the window. As he meets a string of other eccentric girls in town, Makoto must face the possibility of seeing his youth points in the red. However, he might be surprised by how thrilling an abnormal youth can be.",12,249947,Spring 2011,1036,24 min. per ep.
9465,7.9074834227976005,9501,8.187881634570221,Break Blade 4  Sanka no Chi,Fourth Break Blade Movie.,1,53440,Unknown,31,49 min.
9471,7.5869209466263845,15888,8.037967955045941,Baka to Test to Shoukanjuu  Matsuri,OVA of Baka to Test to Shoukanjuu which was announced to be released before the start of the second series.,2,109227,Unknown,118,29 min. per ep.
9479,6.200199866755496,12008,6.8283318177225425,Coppelion,"In 2016, a meltdown of a nuclear power plant creates a big catastrophe in Tokyo. 20 years later, the city has become a ghost town due to the high levels of radiation. From that area a distress signal is received. The Self Defense forces dispatch three girls from the special unit Coppelion to search for survivors. But why aren't they wearing any protection against radiation? (Source: MU, edited)",13,106260,Fall 2013,208,24 min. per ep.
9513,7.675453822231865,27654,8.211162913441239,Beelzebub,"Ishiyama High is a school populated entirely by delinquents, where nonstop violence and lawlessness are the norm. However, there is one universally acknowledged rule—don't cross first year student Tatsumi Oga, Ishiyama's most vicious fighter. One day, Oga is by a riverbed when he encounters a man floating down the river. After being retrieved by Oga, the man splits down the middle to reveal a baby, which crawls onto Oga's back and immediately forms an attachment to him. Though he doesn't know it yet, this baby is named Kaiser de Emperana Beelzebub IV, or ""Baby Beel"" for short—the son of the Demon Lord! As if finding the future Lord of the Underworld isn't enough, Oga is also confronted by Hildegard, Beel's demon maid. Together they attempt to raise Baby Beel—although surrounded by juvenile delinquents and demonic powers, the two of them may be in for more of a challenge than they can imagine.",60,462977,Winter 2011,4948,24 min. per ep.
9515,6.370330406310463,26876,7.392352016762703,Highschool of the Dead  Drifters of the Dead,"fter escaping the zombie-infested mainland, Takashi Komuro and the gang find themselves on a remote island off the coast of Tokonosu City. While scavenging around the island for supplies, they encounter a small seaside shack that provides them with clothing and a place to rest for the night. After a day's work of collecting food, they begin to cook what they have gathered. As they wait beside the campfire, a light haze begins to form around them and makes them nauseous. Confirming it to be caused by hydrangeas—a type of poisonous plant that can cause hallucinations—the group attempts to escape from the powerful odor.",1,242026,Unknown,373,16 min.
9587,6.123605150214592,10485,6.8032329340621,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Junior High student Nao's brother complex is so strong, it's almost at the point of incest. She's determined to make her brother, High School student Shuusuke, see her as a woman. So determined, that she goes as far as going into his room to throw away all his non-incest related porn. But as she's looking for his porno stash, she finds a photo album... and she's not in any of his childhood pictures. What is going on? (Source: MU)",12,75649,Winter 2011,71,23 min. per ep.
9617,8.284380543366632,21422,8.847927949856995,K-On! Movie,"Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure! Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.",1,238850,Unknown,2091,1 hr. 50 min.
9656,8.01663264534664,26454,8.374898265153139,Kimi ni Todoke 2nd Season,"fter a momentous New Year's vacation and with Valentine's Day approaching, Sawako Kuronuma is beginning to get along with her classmates. However, now that Sawako has realized her romantic feelings for the popular Shouta Kazehaya, she grows hesitant toward giving him obligatory chocolates and decides to not give him any. In turn, Kazehaya, who likes Sawako, feels a distance between them. As February ends and April arrives, the second year of high school begins for Sawako. Luckily, she ends up in the same class as her friends Ayane Yano and Chizuru Yoshida, along with Kazehaya and his friend Ryuu Sanada, in addition to the newcomer named Kento Miura. When Kento develops an interest in Sawako, Sawako and Kazehaya's feelings for each other are put to the test.",12,334486,Winter 2011,1477,23 min. per ep.
9675,6.643607092860476,8572,7.226129174635869,Kami nomi zo Shiru Sekai  Flag 0,"Short prologue OVA, bundled with manga volume vol.10. Elsie receives from Dokurou Skull, hell's branch chief of ""counter measures"", the task to go on earth and capture evil spirits that have escaped from hell.",1,54661,Unknown,70,1 min.
9724,7.8633398564905415,9198,8.176911728546841,Break Blade 5  Shisen no Hate,Fifth Break Blade Movie.,1,51355,Unknown,30,47 min.
9734,7.678445229681979,12735,8.07080217852857,K-On!!  Keikaku!,"The summer holidays are coming to an end, but the girls from Houkago Tea Time want to take one more trip before their next semester starts. With countless travel destinations to choose from and as many preferences as there are club members, coming to an agreement seems far-flung. Unable to reach a decision, they remember that they must first apply for new passports. As simple as it may sound, the routine visit to a government office and filing a form soon turns into an all-day adventure for Yui Hirasawa and the rest of the band.",1,95669,Unknown,214,23 min.
9736,6.570888193787735,13747,7.296327683615819,Astarotte no Omocha!,"Succubi, like the young princess Astarotte ""Lotte"" Ygvar, require the life seed from men to survive, replenish their magic, and continue the royal lineage of the magical realm. This means succubi are required to keep a harem of men close at hand. Ironically, Lotte despises men, which will put her life at risk once she matures. To convince her to fulfill her duties, one of her attendants, Judith Snorrevik, goes to the human realm to find a human male whom Lotte can tolerate. Judith returns with 23-year-old Naoya Touhara, a single father who unfortunately leaves his daughter, Asuha, behind in the human realm. As the first member of Lotte's harem, Naoya quickly adapts to this new environment, serving the princess to make her happy, rather than viewing her with sexual intent. Unfortunately, when his daughter is allowed to arrive in the magical realm, Naoya's relationship quickly worsens with Lotte. Even so, he strives to patch up their relationship. It soon becomes clear, however, that Naoya's presence in the magical realm is more than just mere coincidence. As he develops his bond with Lotte, fate begins to pull together the connections that tie him and everyone else within this enchanting world.",12,121641,Spring 2011,261,23 min. per ep.
9750,6.482394656551497,12127,7.292227864870832,Itsuka Tenma no Kuro Usagi,"Taito has been really sleepy lately, and keeps dreaming of a female vampire who says she has given him her ""poison."" Sometimes he even thinks he hears her voice when he's awake. But after surviving an accident that should have killed him, Taito's world changes drastically and he realizes that his dreams are more real than he thought.",12,114873,Summer 2011,219,25 min. per ep.
9756,8.347545971937866,53239,8.9652104537872,Mahou Shoujo Madoka★Magica,"adoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student. Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems. A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.",12,971621,Winter 2011,47610,24 min. per ep.
